Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region,Stress_Level_Category,Social_Isolation_Category
EMP3769,57,Prefer not to say,Software Engineer,Education,25,Onsite,31,14,5,High,Anxiety,No,No Change,3,Satisfied,4,Daily,Good,South America,High,Medium
EMP3770,41,Maleale,Project Manager,Manufacturing,23,Onsite,58,15,5,Low,Burnout,Yes,Decrease,3,Unsatisfied,5,Weekly,Average,South America,High,Medium
EMP3771,31,Femaleemale,Sales,Healthcare,26,Remote,20,12,1,Low,Depression,No,Increase,5,Unsatisfied,5,Weekly,Average,Oceania,Low,High
EMP3772,51,Maleale,Project Manager,Education,35,Remote,55,2,4,Medium,,No,No Change,4,Neutral,5,Weekly,Poor,South America,Medium,Medium
EMP3773,40,Non-binary,Project Manager,Consulting,3,Hybrid,20,4,5,High,,No,Decrease,3,Satisfied,5,Daily,Average,Europe,High,Medium
EMP3774,29,Non-binary,HR,Consulting,29,Remote,37,8,5,High,,Yes,No Change,1,Neutral,1,Daily,Good,North America,High,Low
EMP3775,43,Prefer not to say,Software Engineer,Retail,8,Remote,59,14,3,Low,Anxiety,No,No Change,5,Neutral,4,Daily,Good,Africa,Medium,High
EMP3776,45,Maleale,HR,IT,1,Hybrid,45,8,4,High,Anxiety,No,Increase,4,Neutral,2,Daily,Good,Asia,Medium,Medium
EMP3777,27,Maleale,Marketing,Consulting,1,Remote,41,4,1,Low,Depression,No,Decrease,2,Satisfied,3,,Average,Oceania,Low,Low
EMP3778,56,Prefer not to say,Sales,Healthcare,14,Hybrid,28,15,2,Medium,,Yes,Increase,4,Satisfied,2,Weekly,Poor,Africa,Low,Medium
EMP3779,22,Maleale,HR,Manufacturing,30,Remote,40,2,2,High,Anxiety,Yes,Decrease,5,Satisfied,5,Daily,Poor,Africa,Low,High
EMP3780,56,Non-binary,HR,Manufacturing,25,Hybrid,48,9,5,Medium,Anxiety,Yes,No Change,4,Unsatisfied,1,Daily,Average,Africa,High,Medium
EMP3781,32,Non-binary,Sales,Finance,2,Hybrid,55,11,2,High,Depression,No,Increase,3,Neutral,2,,Poor,North America,Low,Medium
EMP3782,60,Femaleemale,Data Scientist,Education,32,Onsite,41,5,5,High,Anxiety,No,Decrease,4,Satisfied,5,Weekly,Good,Africa,High,Medium
EMP3783,34,Prefer not to say,Project Manager,Manufacturing,11,Onsite,32,14,5,High,,No,No Change,4,Neutral,3,Daily,Poor,Africa,High,Medium
EMP3784,24,Non-binary,Designer,Manufacturing,20,Hybrid,27,15,5,Low,Anxiety,Yes,Increase,1,Neutral,4,Daily,Average,South America,High,Low
EMP3785,55,Maleale,Project Manager,Education,29,Remote,51,4,2,Medium,Anxiety,Yes,No Change,3,Unsatisfied,1,Daily,Good,Asia,Low,Medium
EMP3786,47,Prefer not to say,Marketing,Healthcare,17,Remote,50,6,1,Low,,No,No Change,4,Unsatisfied,4,,Good,Africa,Low,Medium
EMP3787,39,Maleale,HR,Consulting,27,Remote,20,1,3,High,Depression,Yes,Increase,2,Satisfied,4,Daily,Poor,Asia,Medium,Low
EMP3788,23,Maleale,Project Manager,Retail,23,Onsite,21,7,3,Medium,Depression,No,Decrease,1,Neutral,1,,Poor,Asia,Medium,Low
EMP3789,24,Non-binary,Data Scientist,Education,9,Hybrid,23,7,5,High,Anxiety,No,Decrease,1,Satisfied,4,Weekly,Poor,Oceania,High,Low
EMP3790,51,Maleale,Project Manager,Finance,17,Onsite,26,3,1,High,,No,No Change,1,Satisfied,5,Daily,Poor,Asia,Low,Low
EMP3791,36,Prefer not to say,Project Manager,Healthcare,34,Hybrid,49,13,5,Medium,,No,Increase,3,Satisfied,3,Daily,Good,Europe,High,Medium
EMP3792,37,Non-binary,Data Scientist,Retail,7,Remote,26,9,1,Medium,Depression,No,Increase,2,Neutral,5,Weekly,Average,South America,Low,Low
EMP3793,28,Maleale,HR,Retail,6,Hybrid,31,1,1,Medium,Anxiety,Yes,Increase,3,Neutral,1,Weekly,Average,Africa,Low,Medium
EMP3794,40,Femaleemale,Designer,IT,26,Onsite,40,9,3,Low,,Yes,Increase,3,Unsatisfied,3,Weekly,Average,Oceania,Medium,Medium
EMP3795,54,Prefer not to say,Sales,Manufacturing,10,Hybrid,29,14,1,Medium,Depression,Yes,Decrease,4,Unsatisfied,3,Daily,Good,South America,Low,Medium
EMP3796,41,Femaleemale,Project Manager,IT,13,Onsite,30,6,4,Medium,Depression,No,Increase,3,Unsatisfied,2,Daily,Good,Asia,Medium,Medium
EMP3797,46,Prefer not to say,HR,Healthcare,32,Remote,56,13,4,High,Anxiety,No,Decrease,1,Neutral,1,Weekly,Average,Europe,Medium,Low
EMP3798,49,Non-binary,Designer,Healthcare,26,Remote,28,2,1,Medium,,No,Decrease,3,Unsatisfied,2,Weekly,Poor,Africa,Low,Medium
EMP3799,47,Prefer not to say,Data Scientist,Consulting,27,Onsite,31,1,2,Low,Depression,Yes,Increase,5,Satisfied,1,,Good,Europe,Low,High
EMP3800,49,Prefer not to say,Project Manager,Education,7,Remote,49,4,2,Low,Anxiety,No,Increase,4,Unsatisfied,2,Weekly,Average,Europe,Low,Medium
EMP3801,59,Maleale,HR,Consulting,32,Onsite,24,7,4,Low,Burnout,Yes,Decrease,3,Unsatisfied,5,Daily,Average,North America,Medium,Medium
EMP3802,37,Non-binary,Data Scientist,Manufacturing,21,Onsite,38,2,5,Medium,Anxiety,Yes,No Change,4,Unsatisfied,3,Daily,Poor,Oceania,High,Medium
EMP3803,37,Maleale,Data Scientist,IT,7,Remote,32,6,3,Medium,Anxiety,No,Decrease,1,Unsatisfied,4,Weekly,Poor,Oceania,Medium,Low
EMP3804,24,Prefer not to say,Sales,Healthcare,31,Onsite,59,15,1,Medium,Burnout,Yes,Decrease,5,Neutral,4,,Good,Africa,Low,High
EMP3805,42,Non-binary,Designer,Manufacturing,7,Hybrid,39,13,2,Low,Anxiety,Yes,Increase,4,Unsatisfied,2,Daily,Average,Oceania,Low,Medium
EMP3806,56,Non-binary,Designer,Healthcare,28,Remote,23,5,5,High,Burnout,No,Decrease,4,Satisfied,1,Daily,Poor,North America,High,Medium
EMP3807,33,Femaleemale,Sales,Education,14,Hybrid,31,11,1,High,Anxiety,No,Decrease,2,Neutral,5,,Good,Oceania,Low,Low
EMP3808,22,Maleale,Marketing,IT,20,Hybrid,41,9,2,Low,,Yes,Increase,4,Neutral,3,Weekly,Good,Africa,Low,Medium
EMP3809,32,Maleale,Software Engineer,Education,19,Remote,37,2,1,Medium,Burnout,No,No Change,2,Neutral,2,,Average,Europe,Low,Low
EMP3810,56,Non-binary,Sales,Healthcare,30,Remote,37,10,2,High,Depression,Yes,Decrease,5,Unsatisfied,5,Weekly,Average,North America,Low,High
EMP3811,36,Femaleemale,Designer,Manufacturing,11,Onsite,28,7,5,Low,,Yes,No Change,3,Satisfied,1,Weekly,Poor,North America,High,Medium
EMP3812,45,Non-binary,Sales,IT,23,Remote,59,15,5,Medium,Depression,Yes,Increase,4,Neutral,5,Daily,Average,North America,High,Medium
EMP3813,60,Non-binary,Sales,IT,1,Onsite,57,15,2,High,Burnout,No,Decrease,2,Satisfied,4,Daily,Good,Africa,Low,Low
EMP3814,59,Prefer not to say,Marketing,Finance,7,Onsite,53,0,4,Medium,,No,Decrease,1,Satisfied,3,,Good,Europe,Medium,Low
EMP3815,39,Maleale,Project Manager,Education,6,Remote,26,0,1,High,Anxiety,No,No Change,4,Satisfied,2,,Poor,South America,Low,Medium
EMP3816,58,Femaleemale,HR,Finance,6,Hybrid,25,15,2,Low,Burnout,Yes,Increase,1,Unsatisfied,2,Daily,Poor,Africa,Low,Low
EMP3817,42,Non-binary,Project Manager,Retail,28,Remote,21,7,4,High,Burnout,No,No Change,4,Neutral,3,Weekly,Poor,Europe,Medium,Medium
EMP3818,53,Maleale,Marketing,IT,15,Remote,59,1,2,Medium,Anxiety,No,No Change,4,Neutral,1,Weekly,Average,Oceania,Low,Medium
EMP3819,41,Femaleemale,HR,Healthcare,30,Hybrid,48,2,4,High,Burnout,Yes,Increase,5,Unsatisfied,1,Daily,Poor,Africa,Medium,High
EMP3820,59,Prefer not to say,Sales,Retail,13,Onsite,38,6,3,Low,Anxiety,No,Increase,5,Unsatisfied,5,Weekly,Good,North America,Medium,High
EMP3821,28,Maleale,Sales,Retail,14,Remote,37,9,5,High,Depression,Yes,Increase,5,Unsatisfied,1,Daily,Good,Asia,High,High
EMP3822,37,Femaleemale,Designer,Education,31,Onsite,28,13,2,Medium,Depression,No,Decrease,5,Unsatisfied,3,Weekly,Good,Africa,Low,High
EMP3823,27,Femaleemale,Software Engineer,Finance,26,Remote,33,8,4,High,Depression,Yes,No Change,3,Unsatisfied,2,Daily,Poor,South America,Medium,Medium
EMP3824,49,Femaleemale,Marketing,Finance,33,Onsite,51,15,5,High,Anxiety,No,Decrease,1,Satisfied,2,,Poor,Europe,High,Low
EMP3825,26,Non-binary,Data Scientist,Retail,5,Remote,44,6,3,High,Depression,No,Decrease,2,Satisfied,2,Weekly,Average,North America,Medium,Low
EMP3826,31,Maleale,Project Manager,Finance,29,Onsite,42,9,2,Low,Depression,No,Decrease,4,Unsatisfied,1,,Poor,Africa,Low,Medium
EMP3827,39,Prefer not to say,Data Scientist,Manufacturing,10,Remote,52,2,1,High,Burnout,Yes,No Change,1,Neutral,2,,Good,Europe,Low,Low
EMP3828,34,Femaleemale,Software Engineer,Manufacturing,13,Remote,24,2,5,Medium,Anxiety,No,No Change,1,Unsatisfied,1,Weekly,Good,Asia,High,Low
EMP3829,42,Maleale,HR,Consulting,32,Onsite,40,15,4,Medium,Burnout,Yes,Decrease,1,Unsatisfied,3,,Good,Africa,Medium,Low
EMP3830,22,Non-binary,HR,Manufacturing,10,Remote,53,1,4,Low,Burnout,No,Increase,4,Neutral,5,Weekly,Good,South America,Medium,Medium
EMP3831,25,Prefer not to say,Designer,IT,6,Onsite,45,1,5,High,Burnout,No,Increase,4,Unsatisfied,2,,Poor,Oceania,High,Medium
EMP3832,59,Prefer not to say,HR,Education,29,Remote,38,8,4,High,Burnout,Yes,Decrease,3,Unsatisfied,3,Daily,Good,South America,Medium,Medium
EMP3833,46,Non-binary,Software Engineer,Healthcare,11,Hybrid,24,12,4,Medium,Anxiety,No,Decrease,1,Neutral,4,Weekly,Average,North America,Medium,Low
EMP3834,51,Maleale,HR,Finance,4,Onsite,31,14,3,Low,Burnout,No,No Change,2,Unsatisfied,5,,Poor,Oceania,Medium,Low
EMP3835,60,Non-binary,Marketing,Retail,32,Remote,59,6,4,High,Anxiety,No,Increase,2,Unsatisfied,5,Daily,Poor,Africa,Medium,Low
EMP3836,47,Non-binary,Sales,Finance,19,Onsite,58,15,4,Medium,Burnout,Yes,Decrease,5,Satisfied,3,Weekly,Good,Oceania,Medium,High
EMP3837,56,Femaleemale,Sales,IT,21,Onsite,28,2,3,Low,,No,No Change,3,Neutral,2,,Poor,Europe,Medium,Medium
EMP3838,48,Non-binary,Marketing,Consulting,19,Hybrid,33,0,2,High,,No,No Change,3,Neutral,3,Daily,Good,Africa,Low,Medium
EMP3839,40,Prefer not to say,Designer,Healthcare,11,Remote,56,9,2,High,,No,Increase,3,Satisfied,5,Daily,Good,Africa,Low,Medium
EMP3840,25,Femaleemale,Software Engineer,IT,24,Hybrid,32,12,2,Medium,Depression,No,Increase,3,Unsatisfied,4,Daily,Average,South America,Low,Medium
EMP3841,34,Maleale,Project Manager,Finance,26,Onsite,38,10,1,Low,,No,Decrease,4,Neutral,5,Daily,Poor,Oceania,Low,Medium
EMP3842,59,Prefer not to say,HR,Finance,32,Onsite,43,15,2,High,Burnout,No,Decrease,3,Unsatisfied,3,,Poor,South America,Low,Medium
EMP3843,54,Prefer not to say,Data Scientist,Manufacturing,10,Hybrid,36,5,3,Medium,Anxiety,No,Increase,3,Unsatisfied,1,Weekly,Average,North America,Medium,Medium
EMP3844,44,Femaleemale,HR,Retail,9,Remote,57,1,5,High,Depression,No,Decrease,1,Unsatisfied,5,Weekly,Poor,Europe,High,Low
EMP3845,25,Femaleemale,Sales,Retail,18,Onsite,55,15,3,High,Anxiety,No,Decrease,1,Unsatisfied,2,,Poor,South America,Medium,Low
EMP3846,57,Non-binary,Software Engineer,Healthcare,5,Onsite,37,5,4,Medium,Depression,No,No Change,3,Unsatisfied,3,,Average,Asia,Medium,Medium
EMP3847,44,Femaleemale,Designer,Consulting,29,Hybrid,22,15,5,Medium,Anxiety,No,No Change,4,Satisfied,2,Weekly,Good,Africa,High,Medium
EMP3848,29,Femaleemale,HR,Finance,15,Hybrid,40,1,5,Low,Depression,No,Increase,5,Neutral,1,,Average,Africa,High,High
EMP3849,43,Prefer not to say,Project Manager,Consulting,34,Hybrid,36,9,5,Medium,Anxiety,Yes,Decrease,1,Neutral,3,Weekly,Poor,Asia,High,Low
EMP3850,48,Prefer not to say,Project Manager,Healthcare,16,Onsite,57,2,4,Medium,Anxiety,No,Increase,4,Neutral,5,,Good,Africa,Medium,Medium
EMP3851,31,Maleale,Designer,Retail,34,Remote,52,1,5,High,,No,Increase,4,Unsatisfied,3,Daily,Poor,North America,High,Medium
EMP3852,49,Non-binary,Designer,Consulting,17,Onsite,54,10,3,High,Depression,No,Decrease,5,Unsatisfied,3,Daily,Good,Asia,Medium,High
EMP3853,45,Non-binary,Data Scientist,IT,11,Remote,49,14,5,Low,Anxiety,No,Decrease,4,Unsatisfied,4,,Average,South America,High,Medium
EMP3854,52,Prefer not to say,Data Scientist,Education,6,Remote,30,12,5,High,,Yes,Increase,3,Neutral,5,Daily,Average,Africa,High,Medium
EMP3855,47,Non-binary,Project Manager,Education,34,Onsite,26,1,5,Low,Burnout,No,Decrease,1,Neutral,5,Daily,Good,Africa,High,Low
EMP3856,38,Non-binary,Marketing,Retail,7,Hybrid,38,15,5,High,Anxiety,Yes,No Change,1,Satisfied,2,Weekly,Poor,Europe,High,Low
EMP3857,36,Prefer not to say,Project Manager,IT,17,Remote,27,12,4,Low,Anxiety,Yes,Decrease,3,Neutral,4,,Average,Europe,Medium,Medium
EMP3858,56,Maleale,Software Engineer,Retail,11,Onsite,31,8,5,Medium,Depression,Yes,Decrease,2,Satisfied,3,Weekly,Average,North America,High,Low
EMP3859,42,Maleale,Project Manager,IT,34,Onsite,33,11,4,High,Anxiety,Yes,No Change,2,Unsatisfied,5,,Good,Europe,Medium,Low
EMP3860,41,Femaleemale,Sales,Education,1,Onsite,48,10,4,Low,Burnout,No,Decrease,4,Neutral,1,,Average,North America,Medium,Medium
EMP3861,33,Femaleemale,Project Manager,Finance,23,Onsite,20,13,2,Low,Depression,No,Decrease,1,Neutral,4,Weekly,Poor,Oceania,Low,Low
EMP3862,25,Maleale,Sales,IT,25,Remote,47,0,3,Low,Anxiety,No,Increase,3,Satisfied,4,Weekly,Average,Asia,Medium,Medium
EMP3863,36,Non-binary,Sales,IT,10,Onsite,40,6,3,Low,Depression,No,Decrease,4,Satisfied,1,,Average,Oceania,Medium,Medium
EMP3864,53,Prefer not to say,Sales,Finance,35,Remote,30,15,1,Low,Depression,No,Decrease,4,Unsatisfied,1,Daily,Average,Asia,Low,Medium
EMP3865,56,Femaleemale,Sales,IT,18,Hybrid,52,0,4,High,Burnout,Yes,Decrease,3,Satisfied,5,Weekly,Good,Asia,Medium,Medium
EMP3866,51,Prefer not to say,Sales,IT,20,Hybrid,48,5,4,Low,,No,Decrease,1,Satisfied,1,,Poor,Asia,Medium,Low
EMP3867,52,Maleale,Project Manager,Finance,23,Remote,41,0,5,Low,,Yes,Increase,1,Satisfied,3,,Good,Europe,High,Low
EMP3868,30,Maleale,Sales,Manufacturing,19,Onsite,54,7,1,High,Anxiety,No,No Change,5,Neutral,2,Weekly,Average,Oceania,Low,High
EMP3869,28,Non-binary,Marketing,IT,32,Hybrid,41,5,4,Medium,,No,No Change,3,Satisfied,2,Daily,Poor,Oceania,Medium,Medium
EMP3870,44,Maleale,Sales,Manufacturing,34,Onsite,40,1,1,Low,Burnout,Yes,Increase,3,Satisfied,4,,Good,Oceania,Low,Medium
EMP3871,45,Non-binary,Software Engineer,IT,12,Hybrid,43,9,2,Low,Anxiety,No,No Change,5,Neutral,4,Daily,Good,Asia,Low,High
EMP3872,23,Non-binary,HR,Healthcare,8,Remote,55,11,4,High,Burnout,No,Increase,2,Satisfied,3,Weekly,Good,South America,Medium,Low
EMP3873,44,Femaleemale,HR,Retail,11,Remote,46,5,1,Medium,Anxiety,No,Decrease,2,Neutral,4,Daily,Good,Africa,Low,Low
EMP3874,51,Prefer not to say,Software Engineer,Consulting,22,Hybrid,36,14,2,Medium,Depression,Yes,Increase,3,Unsatisfied,3,Daily,Good,Europe,Low,Medium
EMP3875,26,Femaleemale,Data Scientist,Finance,7,Remote,54,5,4,Low,Anxiety,No,No Change,5,Unsatisfied,2,Weekly,Poor,Europe,Medium,High
EMP3876,29,Non-binary,Designer,Education,26,Remote,34,0,4,High,,No,No Change,1,Neutral,5,,Poor,South America,Medium,Low
EMP3877,45,Maleale,Data Scientist,Education,20,Onsite,41,15,5,Low,Burnout,No,Decrease,3,Neutral,1,,Poor,North America,High,Medium
EMP3878,49,Non-binary,Designer,Retail,2,Onsite,53,12,2,High,Burnout,Yes,Increase,4,Satisfied,3,,Good,Africa,Low,Medium
EMP3879,50,Maleale,Project Manager,Consulting,10,Hybrid,46,9,4,Low,,No,Decrease,5,Unsatisfied,3,,Good,North America,Medium,High
EMP3880,32,Non-binary,Project Manager,Manufacturing,23,Remote,35,1,4,Low,,No,Increase,1,Satisfied,2,,Poor,South America,Medium,Low
EMP3881,28,Femaleemale,Project Manager,Healthcare,35,Onsite,44,8,1,High,Depression,No,Decrease,5,Unsatisfied,3,Weekly,Poor,Europe,Low,High
EMP3882,22,Non-binary,Software Engineer,Education,11,Remote,20,6,2,High,Burnout,No,No Change,1,Unsatisfied,4,,Average,Oceania,Low,Low
EMP3883,50,Prefer not to say,Project Manager,Consulting,22,Remote,37,10,5,High,,No,Decrease,1,Satisfied,3,Weekly,Poor,Asia,High,Low
EMP3884,31,Maleale,Project Manager,Finance,25,Onsite,57,9,1,Low,,Yes,Decrease,4,Unsatisfied,4,Daily,Average,Africa,Low,Medium
EMP3885,27,Prefer not to say,Sales,Finance,14,Onsite,20,4,4,Medium,Anxiety,No,Increase,4,Neutral,5,Daily,Average,Europe,Medium,Medium
EMP3886,25,Femaleemale,Marketing,Manufacturing,5,Hybrid,54,6,1,High,Depression,No,Decrease,4,Neutral,5,,Poor,North America,Low,Medium
EMP3887,43,Maleale,Marketing,IT,35,Remote,53,7,3,High,Depression,Yes,No Change,1,Unsatisfied,1,Daily,Good,Europe,Medium,Low
EMP3888,48,Maleale,Marketing,Healthcare,18,Onsite,53,10,2,Low,Burnout,No,Decrease,1,Satisfied,4,,Poor,South America,Low,Low
EMP3889,24,Non-binary,Marketing,Manufacturing,15,Hybrid,25,13,4,Medium,Anxiety,No,Increase,5,Satisfied,1,,Good,Oceania,Medium,High
EMP3890,30,Prefer not to say,Data Scientist,Consulting,9,Remote,28,7,3,Medium,Burnout,No,Decrease,5,Satisfied,2,Daily,Average,Europe,Medium,High
EMP3891,50,Non-binary,Marketing,Finance,18,Hybrid,42,7,3,High,,No,No Change,3,Neutral,3,,Poor,Oceania,Medium,Medium
EMP3892,42,Prefer not to say,Designer,Healthcare,8,Remote,44,11,5,Low,,No,Increase,2,Neutral,5,Weekly,Average,Africa,High,Low
EMP3893,50,Non-binary,Sales,Manufacturing,1,Remote,23,13,1,High,,No,Increase,5,Satisfied,3,Daily,Average,South America,Low,High
EMP3894,51,Prefer not to say,Software Engineer,Retail,32,Hybrid,57,9,3,Low,,Yes,Increase,1,Neutral,1,Weekly,Poor,South America,Medium,Low
EMP3895,57,Femaleemale,Data Scientist,Education,8,Onsite,41,0,1,Medium,Burnout,Yes,Increase,5,Satisfied,2,,Good,Asia,Low,High
EMP3896,29,Non-binary,Designer,Education,33,Hybrid,42,12,3,Low,Depression,No,No Change,5,Unsatisfied,5,Weekly,Average,Oceania,Medium,High
EMP3897,28,Femaleemale,Designer,Manufacturing,22,Remote,56,13,2,High,Burnout,No,No Change,5,Satisfied,2,,Poor,Africa,Low,High
EMP3898,55,Non-binary,HR,Healthcare,16,Onsite,23,13,5,High,Anxiety,No,No Change,5,Satisfied,1,,Poor,Europe,High,High
EMP3899,59,Non-binary,Project Manager,Education,15,Hybrid,58,1,5,High,Depression,No,Decrease,3,Neutral,2,Weekly,Poor,Asia,High,Medium
EMP3900,55,Non-binary,Data Scientist,Consulting,32,Hybrid,43,14,1,High,Anxiety,Yes,Decrease,4,Satisfied,1,,Poor,Europe,Low,Medium
EMP3901,57,Femaleemale,HR,IT,16,Onsite,41,11,3,Low,Burnout,No,Increase,2,Unsatisfied,4,Weekly,Average,Asia,Medium,Low
EMP3902,43,Non-binary,HR,Finance,19,Remote,33,6,3,Medium,,Yes,Decrease,5,Neutral,2,Daily,Average,South America,Medium,High
EMP3903,25,Femaleemale,HR,Manufacturing,33,Onsite,53,13,4,Low,Anxiety,Yes,No Change,2,Neutral,4,Daily,Poor,South America,Medium,Low
EMP3904,52,Non-binary,HR,Consulting,22,Hybrid,23,5,4,High,,Yes,Decrease,3,Neutral,2,Weekly,Good,Oceania,Medium,Medium
EMP3905,49,Femaleemale,Designer,Finance,8,Onsite,21,15,5,High,Depression,No,No Change,4,Neutral,3,Weekly,Good,Europe,High,Medium
EMP3906,38,Femaleemale,Project Manager,IT,3,Remote,28,3,3,High,Burnout,Yes,Increase,5,Unsatisfied,2,Daily,Poor,Europe,Medium,High
EMP3907,50,Non-binary,Project Manager,Healthcare,19,Hybrid,52,10,3,High,Burnout,No,Decrease,3,Neutral,3,Weekly,Poor,Oceania,Medium,Medium
EMP3908,33,Femaleemale,Software Engineer,Consulting,5,Remote,38,1,5,High,Depression,Yes,Decrease,4,Satisfied,2,,Poor,Oceania,High,Medium
EMP3909,51,Prefer not to say,Designer,Manufacturing,5,Hybrid,25,13,4,High,,Yes,Increase,2,Unsatisfied,1,,Good,North America,Medium,Low
EMP3910,51,Non-binary,Marketing,Healthcare,24,Remote,49,13,5,Low,,Yes,Decrease,3,Unsatisfied,2,Weekly,Good,Europe,High,Medium
EMP3911,58,Non-binary,Software Engineer,IT,14,Remote,37,11,5,Low,Burnout,No,Increase,1,Neutral,3,Daily,Average,Europe,High,Low
EMP3912,34,Maleale,Software Engineer,Education,35,Remote,33,13,4,Low,Burnout,No,No Change,1,Unsatisfied,2,,Poor,Asia,Medium,Low
EMP3913,53,Non-binary,Designer,Finance,11,Remote,42,9,1,Medium,Anxiety,No,Increase,3,Satisfied,2,Weekly,Average,North America,Low,Medium
EMP3914,59,Maleale,Software Engineer,Retail,24,Onsite,42,0,4,Medium,,No,No Change,3,Satisfied,1,Weekly,Average,South America,Medium,Medium
EMP3915,22,Maleale,HR,Consulting,28,Hybrid,23,4,4,High,Depression,Yes,Increase,3,Unsatisfied,3,,Poor,Asia,Medium,Medium
EMP3916,50,Prefer not to say,Project Manager,Healthcare,34,Onsite,50,10,4,Medium,Depression,No,Decrease,2,Neutral,2,,Poor,Asia,Medium,Low
EMP3917,30,Prefer not to say,Marketing,Consulting,9,Remote,37,9,4,Medium,Depression,No,No Change,4,Unsatisfied,4,Weekly,Poor,Asia,Medium,Medium
EMP3918,32,Femaleemale,Data Scientist,Healthcare,17,Hybrid,59,9,4,Low,,No,No Change,3,Unsatisfied,2,Weekly,Average,Africa,Medium,Medium
EMP3919,55,Prefer not to say,Project Manager,Finance,10,Hybrid,34,3,2,Low,Anxiety,Yes,No Change,5,Unsatisfied,3,,Poor,Europe,Low,High
EMP3920,52,Non-binary,Marketing,Education,27,Onsite,59,11,2,High,,No,Decrease,1,Satisfied,4,Daily,Poor,North America,Low,Low
EMP3921,45,Non-binary,Sales,IT,25,Onsite,50,4,1,High,Burnout,No,Increase,3,Neutral,4,,Average,South America,Low,Medium
EMP3922,32,Femaleemale,Data Scientist,Education,31,Hybrid,34,6,2,Low,,No,Increase,3,Unsatisfied,3,Weekly,Poor,North America,Low,Medium
EMP3923,44,Femaleemale,Data Scientist,Retail,9,Remote,27,5,3,Low,Anxiety,Yes,Increase,1,Neutral,1,Weekly,Good,South America,Medium,Low
EMP3924,39,Femaleemale,Marketing,Healthcare,24,Onsite,42,3,4,Medium,Depression,No,Decrease,2,Neutral,3,Daily,Average,North America,Medium,Low
EMP3925,23,Maleale,Marketing,Healthcare,5,Hybrid,50,9,3,Medium,,Yes,Increase,1,Unsatisfied,5,,Poor,South America,Medium,Low
EMP3926,42,Non-binary,Designer,IT,15,Onsite,41,12,1,Low,Depression,No,Increase,4,Unsatisfied,4,Daily,Average,Africa,Low,Medium
EMP3927,44,Non-binary,Project Manager,Healthcare,8,Remote,29,5,3,Low,Depression,No,No Change,2,Neutral,5,Weekly,Good,North America,Medium,Low
EMP3928,23,Femaleemale,Project Manager,Manufacturing,29,Hybrid,28,1,2,Low,Depression,No,Decrease,4,Unsatisfied,2,Daily,Average,North America,Low,Medium
EMP3929,34,Prefer not to say,HR,Manufacturing,24,Onsite,20,7,2,Medium,Anxiety,Yes,Decrease,3,Satisfied,3,Daily,Poor,Asia,Low,Medium
EMP3930,28,Femaleemale,Sales,Finance,33,Onsite,51,7,1,High,Depression,Yes,No Change,1,Neutral,3,Weekly,Poor,Europe,Low,Low
EMP3931,28,Maleale,Project Manager,Manufacturing,34,Hybrid,22,7,5,High,,No,No Change,2,Unsatisfied,2,Daily,Poor,North America,High,Low
EMP3932,23,Maleale,Data Scientist,Healthcare,18,Remote,54,7,5,Low,Burnout,Yes,No Change,1,Satisfied,2,,Poor,Asia,High,Low
EMP3933,57,Maleale,Designer,Retail,30,Onsite,43,1,1,High,Burnout,Yes,Decrease,4,Unsatisfied,1,Daily,Average,Oceania,Low,Medium
EMP3934,27,Prefer not to say,Project Manager,Healthcare,9,Remote,23,15,2,Medium,Burnout,No,Decrease,3,Neutral,2,Daily,Average,North America,Low,Medium
EMP3935,35,Femaleemale,Data Scientist,Consulting,35,Remote,41,15,4,Medium,,Yes,No Change,4,Neutral,4,Daily,Poor,North America,Medium,Medium
EMP3936,40,Femaleemale,Project Manager,Consulting,1,Onsite,57,6,3,Medium,Burnout,No,Increase,2,Neutral,5,,Good,South America,Medium,Low
EMP3937,37,Non-binary,Sales,IT,3,Hybrid,25,8,1,Medium,,No,Decrease,2,Satisfied,3,Weekly,Good,Africa,Low,Low
EMP3938,59,Non-binary,Designer,Retail,15,Remote,35,13,4,High,Anxiety,Yes,Decrease,2,Satisfied,2,,Poor,Asia,Medium,Low
EMP3939,33,Femaleemale,HR,Consulting,31,Onsite,44,13,3,Low,,No,Increase,5,Neutral,4,Daily,Poor,Oceania,Medium,High
EMP3940,27,Femaleemale,Sales,IT,27,Hybrid,23,10,3,High,,No,No Change,4,Unsatisfied,2,Weekly,Average,Africa,Medium,Medium
EMP3941,42,Non-binary,Project Manager,Education,13,Remote,32,8,3,High,Depression,No,Increase,1,Neutral,2,,Average,Europe,Medium,Low
EMP3942,50,Non-binary,Designer,Healthcare,19,Remote,20,15,5,High,Depression,No,Increase,2,Neutral,3,Weekly,Average,Europe,High,Low
EMP3943,45,Maleale,Project Manager,Healthcare,20,Onsite,54,9,4,Low,Burnout,Yes,No Change,4,Neutral,1,,Good,Asia,Medium,Medium
